Nome,Concession,Ano_Opera,Tensao,longitude,latitude,g_conf
SE Teresina,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,230/69/13;8,-42.80079447,-5.12860483,0.34
SE Fortaleza,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,230/69,-38.54097222,-3.82847778,0.22
SE Teresina III,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2017,230/69,-42.687749,-5.088679,0.65
SE Leste,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,-,345/88,-46.46853169,-23.59551121,0.37
SE Tijuco Preto,FURNAS - Furnas Centrais Elétricas S.A.,1982,750/500/345,-46.27317167,-23.709606,0.89
SE Timóteo 1,CEMIG - Companhia Energética de Minas Gerais,-,230/13;8,-42.6361478,-19.53822465,0.29
SE Acesita,CEMIG - Companhia Energética de Minas Gerais,-,230/69/13;8,-42.637447,-19.534507,0.35
SE Tacaimbó,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,230/69,-36.22304785,-8.33074291,0.08
SE Transamazônica,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,-,230/34;5,-53.71512792,-3.70671979,0.33
SE Três Irmãos,TIJOA - TIJOA PARTICIPAÇÕES E INVESTIMENTOS S.A.,1993,440/138,-51.30264897,-20.67409639,0.1
SE Três Marias,CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A,1962,345/289/138,-45.25738525,-18.21289062,0.76
SE Trindade,GOIAS TRA - GOIAS TRANSMISSAO SA,2013,500/230,-49.57726135,-16.61968713,0.51
SE Tucuruí,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,-,500/230/138/69,-49.65461828,-3.82428585,0.59
SE Uberaba,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,-,230/69/13;8,-49.20847671,-25.47678073,0.85
SE Umbará,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,-,230/69,-49.31743233,-25.59204648,0.48
SE Conversora Uruguaiana,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,-,230/132/13;8,-57.00500312,-29.80564219,0.32
SE Charqueadas,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,-,230/69/34;5,-51.62249947,-29.95201326,0.01
SE Utinga,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,-,230/69,-48.3799491,-1.33547433,0.28
SE Várzea da Palma 1,CEMIG - Companhia Energética de Minas Gerais,1965,345/138,-44.73709878,-17.59273716,0.27
SE Venâncio Aires,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,-,230/69,-52.15664226,-29.63398869,0.06
SE Venda das Pedras,PEDRAS TRA - PEDRAS TRANSMISSORA DE ENERGIA LTDA,2010,345/138,-42.79445705,-22.73463091,0.13
SE Veracel,-,-,230,-39.40819349,-16.08632792,0.21
SE Vespasiano 2,CEMIG - Companhia Energética de Minas Gerais,2003,500/138,-43.90759471,-19.73903474,0.84
SE Viamão 3,TESB - TRANSMISSORA DE ENERGIA SUL BRASIL,2016,230/69,-51.06407059,-30.036706,0.48
SE Viana,FURNAS - Furnas Centrais Elétricas S.A.,2005,345/138,-40.43701905,-20.36991068,0.22
SE Viana 2,MGE TRA - MGE TRANSMISSO SA,2014,500/345,-40.50755044,-20.38234434,0.62
SE Videira,ATE VI - ATE VI - Campos Novos Transmissora de Energia S.A.,2009,230/138,-51.09230556,-26.9989558,0.48
SE Vila do Conde,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,-,500/230/69/13;8,-48.73247051,-1.57258593,0.2
SE Vilhena,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,2008,230/69/34;5/22/13;8,-60.26440797,-12.71680016,0.39
SE Volta Grande,CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A,1974,345/13;8,-48.22422443,-20.03994731,0.28
SE Xanxerê,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,-,230/138,-52.39300997,-26.86328707,0.29
SE Xavantes,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,-,345,-46.72338911,-23.65808796,0.21
SE Xavantes,CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A,-,230/138,-49.25972069,-16.58052918,0.91
SE Xingó,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,500/18,-37.79575208,-9.63297547,0.6
SE Xingu,XINGU TRA - LINHAS DE XINGU TRANSMISSORA DE ENERGIA SA,2013,500/230,-51.69324984,-3.1065665,0.14
SE Osório 2,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,-,230/138/69,-50.31495,-29.89543333,0.74
SE Porto Alegre 13,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,-,230/13;8,-51.2243,-30.09555,0.58
SE Miltônia III (Paragominas),Vale,-,230,-47.73634679,-3.25047852,0.65
SE Londrina,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,1984,230/138,-51.23796551,-23.27580654,0.49
SE Segredo,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,1992,500,-52.09640304,-25.78842718,0.94
SE Miramar II,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,2016,230/69,-48.48680384,-1.41100717,0.93
SE Guarita,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,-,230/69/23,-53.57068537,-27.61251815,0.19
SE Canoas 1,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,-,230/23,-51.19050203,-29.94851908,0.26
SE Complexo Industrial Automotivo de Gravataí,CEEE GT,-,230/23,-50.915563,-29.934883,0.41
SE Campo Comprido,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,-,230/69/13;8,-49.369521,-25.431119,0.78
SE Siderúrgica Guaíra,-,-,230,-49.4202,-25.566005,0.67
SE Santa Quitéria,CAIUÁ TRANSMISSORA - CAIUÁ TRANSMISSORA DE ENERGIA S.A,2014,230/69/13;8,-49.311809,-25.461107,0.84
SE Salto Caxias (Governador José Richa),COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,1999,500,-53.4979,-25.543216,0.66
SE Imperatriz,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,-,500/230/69/13;8,-47.47411745,-5.42271886,0.77
SE São Luís I,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,-,230/69,-44.255196,-2.559949,0.45
SE São Luís III,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,2010,230/69,-44.171464,-2.517166,0.85
SE Uruguaiana 5,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,-,230/69,-57.00402708,-29.8068849,0.07
SE Anhanguera,CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A,-,230/138/69,-49.235292,-16.790699,0.26
SE Goiânia Leste,CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A,-,230/13;8,-49.235896,-16.683882,0.45
SE Carbocloro,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,2004,230/138/13;8,-46.4143,-23.867119,0.05
SE Petrobras Cubatão,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,2009,230,-46.43136457,-23.87458234,0.64
SE Bom Jesus da Lapa,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,230/69,-43.352312,-13.30629,0.61
SE João Monlevade 2,CEMIG - Companhia Energética de Minas Gerais,-,230/69,-43.13470677,-19.81679041,0.69
SE Joairam,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2006,230/69,-34.981106,-8.081426,0.83
SE Brasnorte,BRASNORTE - BRASNORTE TRANSMISSORA DE ENERGIA S.A.,2009,230/138,-58.069265,-12.875616,0.1
SE Coteminas,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2009,230/13;8,-35.895701,-7.280042,0.96
SE Cotegipe,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,230/69,-38.42208537,-12.79434602,0.64
SE Peritoró,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,-,230/69,-44.33094411,-4.36840975,0.76
SE Repar,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,2009,230/69,-49.362705,-25.579514,0.24
SE UTE Fernando Gasparian,PETROBRAS - Petroleo Brasileiro S.A,-,230/13;8,-46.67870354,-23.69933829,0.93
SE Ford,AFLUENTE TRANSMISSÃO - Afluente Transmissão de Energia Elétrica SA,-,230/13;8,-38.276895,-12.669555,0.96
SE Itagibá,AFLUENTE TRANSMISSÃO - Afluente Transmissão de Energia Elétrica SA,2009,230,-39.716492,-14.234837,0.92
SE Goianinha,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,230/69,-35.08879,-7.58836,0.85
SE Usiminas,-,-,230,-42.547803,-19.484756,0.44
SE Itabaianinha,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,230/69,-37.71873395,-11.28816433,0.47
SE UHE Itapebi,AHE ITAPEBI - ITAPEBI GERAÇÃO DE ENERGIA S.A,2003,230/13;8,-39.584649,-15.969452,0.66
SE UTE Atlântico,CSA - Thyssenkrupp CSA Siderurgica do Atlântico,2011,500/138/13;8,-43.742659,-22.90851,0.83
SE Zona Oeste,FURNAS - Furnas Centrais Elétricas S.A.,2011,500/138,-43.71377651,-22.8737167,0.81
SE Rio Verde,FURNAS - Furnas Centrais Elétricas S.A.,1975,230/138,-50.883696,-17.761175,0.35
SE Rio do Sul,STC - STC - Sistema de Transmissão Catarinense S.A.,2007,230/138,-49.60897983,-27.16385655,0.42
SE Verona,ETES - EMPRESA DE TRANSMISSÃO DO ESPÍRITO SANTO S.A.,2010,230/138,-40.454342,-18.743473,0.5
SE Missões,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,-,230/69,-54.932692,-28.388359,0.13
SE Sabará 3,ANGLOGOLD ASHANTI - ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO SA,2007,230/13;8,-43.73569761,-19.86751521,0.16
SE Santo Angelo,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,-,525/230,-54.326067,-28.279768,0.03
SE Sinop,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,-,230/138,-55.521638,-11.984033,0.07
SE Teresina II,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,500/230/69,-42.726012,-5.257937,0.09
SE UTE Uruguaiana,AES URUGUAIANA - AES Uruguaiana Ltda.,-,230,-56.999018,-29.764481,0.88
SE UHE Boa Esperança,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,1970,230/69/13;8,-43.56697,-6.747786,0.98
SE UTE Fortaleza,CGTF - Central Geradora Termelétrica Fortaleza S.A,2003,230/13;8,-38.86480266,-3.68220904,0.65
SE UHE Governador Bento Munhoz da Rocha Netto,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,1980,500/16;5,-51.669157,-26.006926,0.76
SE UHE Furnas,FURNAS - Furnas Centrais Elétricas S.A.,1963,345/138/15/13;8,-46.31915,-20.66678,0.24
SE UHE Jaguará,CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A,1971,345/138/13;8,-47.438129,-20.019145,0.19
SE UTE Mario Lago,PETROBRAS - Petroleo Brasileiro S.A,2001,345/13;8,-41.87641,-22.307885,0.24
SE UTE Norte Fluminense,EDF (Electricité de France),-,345,-41.879597,-22.303306,0.63
SE UTE Viana,TEVISA - TERMELÉTRICA VIANA S.A,2010,345/13;8,-40.437162,-20.379027,0.8
SE Resende,FURNAS - Furnas Centrais Elétricas S.A.,2009,500/138,-44.515064,-22.500805,0.48
SE UHE Manso,FURNAS - Furnas Centrais Elétricas S.A.,2000,230/13;8,-55.789015,-14.872788,0.16
SE UHE Peixe Angical,ENERPEIXE - Enerpeixe S.A.,2006,500/138/13;8,-48.392584,-12.227442,0.95
SE Presidente Figueiredo,AMAZONAS GT - AMAZONAS GERAÇÃO E TRANSMISSÃO DE ENERGIA SA,1998,230/13;8,-59.931728,-2.05071,0.48
SE Gravataí,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,1993,525/230,-51.06315202,-29.88196939,0.59
SE Jaguarari,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,230,-39.85816098,-9.8657618,0.14
SE Margem Direita,ITAIPU - ITAIPU Binacional,-,500/220,-54.60896536,-25.41944699,0.38
SE São Bento Mineração,-,-,230,-43.47633213,-19.96873095,0.29
SE Solvay,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,2011,440/88,-46.374605,-23.768981,0.97
SE Juína,EBTE TRA - EMPRESA BRASILEIRA DE TRANSMISSÃO DE ENERGIA S.A,2011,230/138,-58.74172779,-11.29302015,0.84
SE UHE Dardanelos,AGUAS DA PEDRA - ENERGETICA AGUAS DA PEDRA S.A.,2011,230/34;5/13;8,-59.442883,-10.159843,0.82
SE Juba,BRASNORTE - BRASNORTE TRANSMISSORA DE ENERGIA S.A.,2009,230/138,-57.914673,-14.835542,0.78
SE Várzea Grande 2,ETVG - EMPRESA DE TRANSMISSAO DE VARZEA GRANDE SA ETVG,2012,230/138,-56.186346,-15.712022,0.39
SE Parecis,EBTE TRA - EMPRESA BRASILEIRA DE TRANSMISSÃO DE ENERGIA S.A,2011,230/138,-58.96393551,-13.07190607,0.68
SE UTE Cristiano Rocha,Multiner S.A.,2006,230,-60.032,-2.893,0.57
SE Mauá III,AMAZONAS GT - AMAZONAS GERAÇÃO E TRANSMISSÃO DE ENERGIA SA,2014,230/138/69,-59.93068814,-3.11736528,0.18
SE Inocência,ITATIM - Linhas de Transmissão Itatim Ldta,2011,230/138,-51.40034823,-19.65233672,0.01
SE Ilha Solteira 2,ITATIM - Linhas de Transmissão Itatim Ldta,2011,440/230,-51.41715437,-20.31983383,0.62
SE Mauá,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,2012,230/34;5,-50.692616,-24.040113,0.18
SE Foz do Iguaçu Norte,ATE VII - ATE VII - FOZ DO IGUAÇU TRANSMISSORA DE ENERGIA S.A.,2009,230/138,-54.54451,-25.487949,0.13
SE UHE Santo Antonio do Jari,-,2014,230,-52.5171,-0.651794,0.51
SE UHE Ferreira Gomes,-,2014,230,-51.19611567,0.8604738,0.67
SE Xinguara II,ATLANTICO - ATLANTICO CONCESSIONARIA DE TRANSMISSAO DE ENERGIA DO BRASIL,2013,230/138,-49.92118778,-7.07292054,0.2
SE Castanhal,ERTE - Empresa Regional de Transmissão de Energia S.A.,2012,230/138,-47.78671161,-1.29576642,0.52
SE Marabá (Celpa),Celpa,-,230,-49.082767,-5.341783,0.05
SE Alumar,-,-,230,-44.32947882,-2.70230991,1
SE Pecém II,TDG DELMIRO GOUVEIA - TDG TRANSMISSORA DELMIRO GOUVEIA SA,2013,500/230,-38.87326557,-3.60070608,0.6
SE Trairí,EOL TRAIRÍ - Central Eólica Trairí SA,2013,230/34;5,-39.295835,-3.24194759,0.08
SE Quirinópolis 2,TRANSENER RENOVAVEL - Transenergia Renovável S.A.,2011,230/138,-50.577171,-18.48532,0.28
SE Barra dos Coqueiros,COQUEIROS TRA - COQUEIROS TRANSMISSORA DE ENRGIA LTDA,2009,230,-50.986382,-18.72801,0.47
SE UHE Caçu,GERDAU SA - Gerdau Acos Longos SA,2010,230/13;8,-51.147741,-18.533552,1
SE Itaguaçu,COQUEIROS TRA - COQUEIROS TRANSMISSORA DE ENRGIA LTDA,2009,500/230,-50.670648,-19.008121,0.98
SE Aquiraz II,TDG DELMIRO GOUVEIA - TDG TRANSMISSORA DELMIRO GOUVEIA SA,2013,230/69,-38.401518,-3.92758,0.2
SE Edéia,TRANSENER RENOVAVEL - Transenergia Renovável S.A.,2012,230/138,-49.911295,-17.297255,0.49
SE UHE São Salvador,ENGIE - ENGIE BRASIL ENERGIA SA,2009,230/13;8,-48.23522,-12.802677,0.42
SE UHE Estreito,CE ESTREITO - Companhia Energética Estreito,2011,500/13;8,-47.460699,-6.582653,0.16
SE UTE Suzano,SUZANO - Suzano Papel e Celulose SA,2014,230/34;5,-47.563461,-5.414823,0.13
SE Geranorte,GERA MARANHAO - Gera Maranhão Geradora de Energia do Maranhão SA,2010,230/13;8,-44.557054,-3.566335,0.2
SE Santo Antonio dos Lopes,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,2012,500,-44.35107998,-4.82132507,0.65
SE Quixeré,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2014,230,-37.785397,-5.034784,0.74
SE UEE Formosa,-,2009,230,-41.03130617,-2.9186591,0.72
SE Massapê II,SIIF - Siif Enèrgies do Brasil Ltda,2009,230,-40.342843,-3.562812,0.82
SE UEE Icaraizinho,-,2009,230,-39.67895157,-3.01888241,0.17
SE Floresta II,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2014,230,-38.34236757,-8.74901627,0.77
SE Tacaratu,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2014,230/34;5,-38.132565,-9.059572,0.92
SE Icaraí,EOL ICARAÍ I - Central Geradora Eólica Icaraí I SA,2014,230/34;5,-39.60164308,-3.09505949,0.4
SE Faísa,EOL FAÍSA I - Eólica Faísa I Geração e Comercialização de Energia SA,2014,230/34;5,-39.26042,-3.341375,0.68
SE UTGN Jesus Soares Pereira,PETROBRAS - Petroleo Brasileiro S.A,2008,230/18,-36.81941348,-5.38065935,0.6
SE Natal III,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2012,230/69,-35.317336,-5.871564,0.31
SE Areia Branca,EOL MAR E TERRA - Eólica Mar e Terra Geração e Comercialização,2014,230/34;5,-36.91629289,-4.96382843,0.98
SE Miassaba 3,BRASVENTOS MIASSABA - Brasventos Miassaba 3 Geradora de Energia SA,2014,230/34;5,-36.4900276,-5.14731868,0.35
SE União dos Ventos,EOL POTIGUAR - Energia Potiguar Geradora Eólica SA,2014,230/69/34;5,-35.8863304,-5.09343056,0.48
SE Norfil,TAESA - TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A,2014,230,-34.900439,-7.195936,0.11
SE Rio Brilhante,BRILHANTE - Brilhante Transmissora de Energia Ltda,2010,230/138,-53.818454,-21.540157,0.8
SE Umuarama Sul,COSTA OESTE - COSTA OESTE TRANSMISSORA DE ENERGIA SA,2014,230/138,-53.2867696,-23.79267122,0.34
SE Cascavel Norte,CAIUÁ TRANSMISSORA - CAIUÁ TRANSMISSORA DE ENERGIA S.A,2014,230/138,-53.448101,-24.88369,0.36
SE Cerro Chato,CERRO CHATO 1 - EOLICA CERRO CHATO I S.A.,2011,230/34;5,-55.70540105,-30.81444379,0.88
SE Energia Pecém,PORTO PECEM - Porto Pecem Geracao de Energia SA,2010,230,-38.872653,-3.582011,0.36
SE UTE Termoceará,PETROBRAS - Petroleo Brasileiro S.A,2002,230/13;8,-38.87152651,-3.69371037,0.53
SE Carcará II,CARCARÁ II - Usina de Energia Eólica Carcará II S.A.,2014,230,-36.99659722,-4.98157371,0
SE Galinhos,BRASVENTOS EOLO - Brasventos Eolo Gerador de Energia S.A,2014,230/34;5,-36.163675,-5.116888,0.4
SE Alegria,NEW ENERGY - New Energy Options Ltda,2011,230/34;5,-36.383187,-5.12441,0.07
SE Ijuí 2,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,2013,230,-53.903695,-28.363766,0
SE Epasa,EPASA - CENTRAIS ELÉTRICAS DA PARAÍBA S.A,2010,230,-34.921304,-7.20805454,0.14
SE Aldeia,EPESA - CENTRAIS ELÉTRICAS DE PERNAMBUCO S.A.,2009,230,-35.018316,-7.858701,0.9
SE Angelim II,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,500/230,-36.297511,-8.895409,0.48
SE Suape III,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2012,230/69,-35.016005,-8.397551,0.42
SE Termopernambuco,TERMOPERNAMBUCO - Termopernambuco S/A,2004,230/18,-34.968779,-8.404373,0.12
SE UTE Suape II,SUAPE II - Energética Suape II S.A.,2013,230/13;8,-35.025787,-8.357687,0.28
SE Abreu e Lima,RNEST - Refinaria Abreu e Lima SA RNEST,2014,230/69/13;8,-35.03185247,-8.37364308,0.32
SE Maceió (Napoleão Moreira),CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,230/69,-35.785495,-9.578838,0.57
SE Zebu,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,-,230/69,-38.201065,-9.357936,0.53
SE Caxias 6,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,2012,230/69,-51.12291059,-29.16186179,1
SE UHE Pedra do Cavalo,Votorantim CimentosVOTORANTIM CIMENTOS - Votorantim Cimentos Ltda.,2004,230/13;8,-38.997823,-12.587414,0.83
SE Nova Petrópolis 2,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,2012,230/69,-51.00538524,-29.35211565,0.39
SE UTE Muricy,PETROBRAS - Petroleo Brasileiro S.A,2009,230/13;8,-38.27775159,-12.66311291,0.33
SE Pólo,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2009,230/69,-38.2741047,-12.65924746,0.77
SE UTE Arembepe,Petrobras,2010,230,-38.302533,-12.69077,0.62
SE Global,CANDEIAS - CANDEIAS ENERGIA S.A.,2010,230,-38.48172234,-12.7279125,0.1
SE UTE Celso Furtado,PETROBRAS - Petroleo Brasileiro S.A,2002,230/21,-38.57118651,-12.70318296,0.03
SE Scharlau 2,IES - INTERLIGAÇÃO ELÉTRICA SUL S.A,2010,230/138,-51.15097318,-29.71733177,0.97
SE Castertech,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,2009,230/13;8,-51.14797964,-29.14636948,0.6
SE Lagoa dos Barros,VENTOS DO SUL - Ventos do Sul Energia S.A.,2006,230/34;5,-50.29461792,-29.9613765,0.94
SE Baguari,CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A,2009,230,-42.123286,-19.013205,0.48
SE Gaspar 2,ETSE - ETSE - EMPRESA DE TRANSMISSÃO SERRANA S.A,2015,230/138,-49.02139412,-26.87463499,0.88
SE Chapadinha II,EDP MA II - EDP TRANSMISSÃO MA II S.A.,2020,230/69,-43.4071778,-3.79648561,0.97
SE Santos Dumont 2,ESDE - Empresa Santos Dumont de Energia S.A.,2013,345/138,-43.534293,-21.474313,0.5
SE UHE Itutinga,CEMIG - Companhia Energética de Minas Gerais,1987,345/138,-44.624866,-21.293008,0.74
SE Acaraú III,ARGO - Argo Transmissão de Energia SA,2019,500/230,-40.1053932,-2.93670846,0.2
SE Bacabeira,ARGO - Argo Transmissão de Energia SA,2019,500,-44.29611665,-3.02114832,0.1
SE Parnaíba III,ARGO - Argo Transmissão de Energia SA,2019,500/230,-41.76443438,-3.12381147,0.26
SE Tianguá II,ARGO - Argo Transmissão de Energia SA,2019,500/230,-41.02945861,-3.77197535,0.04
SE Ibiapina II,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2016,500/230,-41.18840428,-3.89944502,0.11
SE Ourolândia II,TJMME - TRANSMISSORA JOSE MARIA DE MACEDO DE ELETRICIDADE S.A.,2018,500/230,-41.33972081,-10.8744055,0.22
SE Milagres II,GIOVANNI - GIOVANNI SANGUINETTI TRANSMISSORA DE ENERGIA S A,2020,500,-38.924601,-7.344309,0.19
SE Buritirama,EQUATORIAL 2 - Equatorial Transmissora 2 SPE SA,2020,500,-44.031349,-10.60020951,0.18
SE Curral Novo do Piauí II,IRACEMA - IRACEMA TRANSMISSORA DE ENRGIA S.A,2015,500/230,-40.6386838,-8.03407875,0.08
SE Governador Valadares 6,PARAÍSO TPE - TPE - TRANSMISSORA PARAISO DE ENERGIA S.A.,2020,500/230,-41.9719281,-18.80961054,0.29
SE UHE Garibaldi,RIO CANOAS - RIO CANOAS ENERGIA SA,2013,230/13;8,-51.00347319,-27.6368872,0.48
SE Terminal Rio,XRTE - XINGU RIO TRANSMISSORA DE ENERGIA S.A.,2019,800/500,-43.76939559,-22.6544702,0.87
SE Linhares,FURNAS - Furnas Centrais Elétricas S.A.,2018,230/138,-40.10690367,-19.4027047,0.01
SE São Mateus 2,-,2018,230/138,-39.89212286,-18.75493805,0.67
SE GV do Brasil,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,2015,230/34;5/13;8,-45.41080432,-22.92232322,0.27
SE Toyota,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,2012,230/13;8,-47.45723854,-23.37988136,0.37
SE Castertech 2,-,-,230,-51.15756043,-29.14779968,0.85
SE CBA 1,-,-,230,-47.26432318,-23.53772881,0.67
SE Baixada Fluminense,FURNAS - Furnas Centrais Elétricas S.A.,2013,500,-43.64362648,-22.72030947,0.33
SE UHE Baixo Iguaçu,BAIXO IGUAÇU - CONSORCIO EMPREENDEDOR BAIXO IGUACU,2019,230,-53.67796585,-25.50852139,0.95
SE Teixeira de Freitas II,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2019,230/138,-39.73031415,-17.56981143,0.15
SE Pindaí II,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2015,230/69,-42.61703526,-14.41939959,0.64
SE Lajeado 3,SE VINEYARDS TRANSMISSAO DE ENERGIA S.A.,2019,230/69,-51.90204686,-29.43728179,0.36
SE Mossoró IV,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2017,230/69,-37.29127798,-4.85397757,0.64
SE Candelária 2,TESB - TRANSMISSORA DE ENERGIA SUL BRASIL,2020,230/69,-52.79558388,-29.64947258,0.62
SE Restinga,TESB - TRANSMISSORA DE ENERGIA SUL BRASIL,2018,230/69,-51.16358525,-30.12430058,0.1
SE Chapada III,VENTOS DE ST JOANA I - VENTOS DE SANTA JOANA I ENERGIAS RENOVAVEIS S.A,2016,230/34;5,-40.68301499,-7.39099364,0.1
SE Chapada I,VSJ II - VENTOS DE SANTA JOANA II ENERGIAS RENOVAVEIS S.A.,2015,230/138,-40.71568936,-7.56211046,0.47
SE Chapada II,VSJIX - VENTOS DE SANTA JOANA IX ENERGIAS RENOVÁVEIS S.A.,2015,230/34;5,-40.75836223,-7.47613296,0.05
SE Touros,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2017,230/69,-35.65671445,-5.18181464,0.85
SE Lagoa Nova II,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2015,230/69,-36.52533204,-6.06195023,0.09
SE Rio Grande II,SPEDRO - SAO PEDRO TRANSMISSORA DE ENERGIA S/A,2017,230/138,-45.49076594,-12.84397899,0.85
SE Vega do Sul,-,-,230,-48.63030456,-26.29200921,0.98
SE Piracicaba,CPFL PIRACICABA - CPFL TRANSMISSÃO PIRACICABA SA,2015,440/138,-47.57119747,-22.63435464,0.4
SE Araripe III,V SANTO AUGUSTO I - VENTOS DE SANTO AUGUSTO I ENERGIA RENOVÁVEIS S.A.,2016,230,-40.67623217,-7.77134399,0.9
SE Campo Formoso,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2015,230/34;5,-40.61325082,-10.58423848,0.58
SE Klabin Monte Alegre,KLABIN - Klabin SA,-,230/34;5,-50.60165463,-24.29153939,0.71
SE Igaporã II,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2014,230/69,-42.62471909,-14.03024543,0.23
SE Tabocas do Brejo Velho,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2017,230/34;5,-44.10760183,-12.58366651,0.41
SE Parnaíba,PARNAIBA I GERAÇÃO - Parnaíba I Geração de Energia S.A.,2013,500,-44.35245685,-4.82075455,0.49
SE Jaboatão II,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,2018,230/69,-34.986276,-8.17808656,0.53
SE Riachão,QUEIROZ GALVÃO - Queiroz Galvão Energética S.A.,2015,230/34;5,-35.444508,-5.552206,0.23
